year,common,Eureka,Fort Bragg,Bodega Bay,San Francisco,Monterey,Morro Bay,Santa Barbara,Los Angeles,San Diego
2008,EMPTY,"$111,003 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
2008,"Smelt, surf","83,381",0,0,0,0,0,0,0,0
2008,EMPTY,"$29,711 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
2008,"Smelts, true",117,0,0,0,0,0,15,0,0
2008,EMPTY,$44 ,$0 ,$0 ,$0 ,$0 ,$0 ,$44 ,$0 ,$0 
2008,"Sole, Dover","4,347,548","1,433,058","7,651","743,981","56,574","78,257",204,142,0
2008,EMPTY,"$1,681,028 ","$557,500 ","$2,678 ","$289,439 ","$16,999 ","$31,294 ",$199 ,$321 ,$0 
2008,"Sole, English","146,490","49,721","19,424","83,108","6,453",451,949,2,0
2008,EMPTY,"$46,891 ","$16,140 ","$6,798 ","$35,848 ","$2,891 ",$191 ,"$1,307 ",$0 ,$0 
2008,"Sole, butter",0,0,0,86,0,0,0,0,0
2008,EMPTY,$0 ,$0 ,$0 ,$36 ,$0 ,$0 ,$0 ,$0 ,$0 
2008,"Sole, fantail",0,0,0,0,0,0,172,0,0
2008,EMPTY,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$76 ,$0 ,$0 
2008,"Sole, petrale","826,422","452,933","164,918","448,090","62,560","92,750","1,013",0,0
2008,EMPTY,"$807,666 ","$510,870 ","$180,332 ","$503,085 ","$72,497 ","$127,515 ","$1,440 ",$0 ,$0 
2008,"Sole, rex","230,532","32,437","1,135","28,560","1,652","19,902",58,74,0
2008,EMPTY,"$77,541 ","$11,541 ",$397 ,"$12,223 ",$752 ,"$9,958 ",$52 ,$45 ,$0 
2008,"Sole, rock",5,217,16,"4,418",42,1,8,0,0
2008,EMPTY,$2 ,$177 ,$6 ,"$2,573 ",$28 ,$4 ,$12 ,$0 ,$0 
2008,"Sole, sand",24,0,7,"5,644",38,35,0,0,0
2008,EMPTY,$14 ,$0 ,$4 ,"$5,667 ",$22 ,$43 ,$0 ,$0 ,$0 
2008,"Sole, slender",0,0,0,0,0,0,0,2,0
2008,EMPTY,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
2008,"Sole, unspecified",0,10,0,22,0,491,"20,265","5,383",5
2008,EMPTY,$0 ,$5 ,$0 ,$44 ,$0 ,$707 ,"$10,172 ","$6,965 ",$19 
2008,Stingray,0,0,0,0,0,0,0,"4,327",0
2008,EMPTY,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$945 ,$0 
2008,"Surfperch, barred",0,0,0,0,0,"1,261",99,0,0
2008,EMPTY,$0 ,$0 ,$0 ,$0 ,$0 ,"$3,685 ",$248 ,$0 ,$0 
2008,"Surfperch, black",0,0,0,0,0,0,53,0,0
2008,EMPTY,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$265 ,$0 ,$0 
2008,"Surfperch, pile",11,0,0,0,0,0,0,0,0
2008,EMPTY,$44 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
2008,"Surfperch, rainbow",0,0,0,0,0,0,5,0,0
2008,EMPTY,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$25 ,$0 ,$0 
2008,"Surfperch, redtail","12,938",17,0,244,0,7,0,0,0
2008,EMPTY,"$12,840 ",$22 ,$0 ,$976 ,$0 ,$21 ,$0 ,$0 ,$0 
2008,"Surfperch, rubberlip",0,0,0,0,0,2,36,12,0
2008,EMPTY,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$93 ,$0 ,$0 
2008,"Surfperch, unspecified",27,0,6,"2,127",0,"2,891",56,167,0
2008,EMPTY,$106 ,$0 ,$11 ,"$7,952 ",$0 ,"$6,855 ",$134 ,$2 ,$0 
2008,"Surfperch, walleye",0,0,0,0,0,0,1,0,0
2008,EMPTY,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$5 ,$0 ,$0 
2008,"Surfperch, white",0,0,0,30,0,0,2,0,0
2008,EMPTY,$0 ,$0 ,$0 ,$120 ,$0 ,$0 ,$10 ,$0 ,$0 
2008,Swordfish,0,0,0,"41,501","26,347","69,981","37,351","221,516","410,820"
2008,EMPTY,$0 ,$0 ,$0 ,"$72,627 ","$69,500 ","$199,401 ","$119,081 ","$645,717 ","$1,258,284 "
2008,"Thornyhead, longspine","851,885","379,089",0,"142,552","120,818","7,748","6,141","12,382","11,272"
2008,EMPTY,"$409,491 ","$163,530 ",$0 ,"$89,282 ","$58,044 ","$3,288 ","$9,441 ","$17,282 ","$17,470 "
2008,"Thornyhead, shortspine","282,548","133,715",383,"53,417","66,060","22,656","45,965","144,860","171,100"
2008,EMPTY,"$241,855 ","$127,140 ",$217 ,"$55,089 ","$194,027 ","$15,683 ","$184,452 ","$570,126 ","$697,439 "
2008,Thornyheads,0,0,0,0,144,0,554,"3,798",159
2008,EMPTY,$0 ,$0 ,$0 ,$0 ,$266 ,$0 ,"$1,443 ","$14,027 ",$755 
2008,"Tomcod, Pacific",0,185,0,0,350,0,0,0,0
2008,EMPTY,$0 ,$690 ,$0 ,$0 ,$88 ,$0 ,$0 ,$0 ,$0 
2008,"Tuna, albacore","231,791","7,103","2,100","18,726","73,132","17,531","6,263","473,376","3,511"
2008,EMPTY,"$252,293 ","$15,982 ","$2,783 ","$31,337 ","$80,873 ","$22,691 ","$9,291 ","$533,161 ","$5,255 "
2008,"Tuna, bigeye",0,0,0,0,0,0,"48,383",405,0
2008,EMPTY,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$158,271 ",$970 ,$0 
2008,"Tuna, bluefin",0,0,0,0,0,196,220,878,505
2008,EMPTY,$0 ,$0 ,$0 ,$0 ,$0 ,$352 ,$500 ,"$1,670 ",$810 
2008,"Tuna, skipjack, black",0,0,0,0,0,0,0,24,0
2008,EMPTY,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$18 ,$0 
2008,"Tuna, skipjack",0,0,0,50,420,24,343,"5,656",0
2008,EMPTY,$0 ,$0 ,$0 ,$104 ,$252 ,$0 ,$321 ,"$2,985 ",$0 
2008,"Tuna, unspecified",0,0,0,0,0,96,684,592,0
2008,EMPTY,$0 ,$0 ,$0 ,$0 ,$0 ,$144 ,"$2,171 ","$1,170 ",$0 
2008,"Tuna, yellowfin",0,0,0,0,0,0,"4,048","134,900","4,262"
2008,EMPTY,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$11,645 ","$104,026 ","$9,633 "
2008,"Turbot, diamond",0,0,0,0,0,0,0,1,0
2008,EMPTY,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
2008,"Turbot, hornyhead",0,0,0,6,0,0,0,0,0
2008,EMPTY,$0 ,$0 ,$0 ,$2 ,$0 ,$0 ,$0 ,$0 ,$0 
2008,Turbot,0,0,12,404,63,116,0,2,0
2008,EMPTY,$0 ,$0 ,$4 ,$157 ,$25 ,$159 ,$0 ,$0 ,$0 
2008,Wahoo,0,0,0,0,0,0,574,0,0
2008,EMPTY,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$1,679 ",$0 ,$0 
2008,"Whitefish, ocean",0,0,0,0,0,19,"3,278",182,440
2008,EMPTY,$0 ,$0 ,$0 ,$0 ,$0 ,$56 ,"$10,714 ",$498 ,$628 
2008,"Whiting, Pacific","10,899,322",0,6,0,0,0,22,477,10
2008,EMPTY,"$1,078,059 ",$0 ,$14 ,$0 ,$0 ,$0 ,$0 ,"$1,896 ",$0 
2008,Yellowtail,0,0,0,0,0,23,836,"3,532","8,330"
2008,EMPTY,$0 ,$0 ,$0 ,$0 ,$0 ,$41 ,"$1,238 ","$5,429 ","$11,970 "
2009,"Anchovy, northern",0,0,0,0,"2,156,994","9,387","1,027,143","2,688,524",0
2009,EMPTY,$0 ,$0 ,$0 ,$0 ,"$107,837 ","$2,958 ","$115,548 ","$143,408 ",$0 
2009,"Barracuda, California",0,0,0,0,0,6,"75,442","24,024","2,224"
2009,EMPTY,$0 ,$0 ,$0 ,$0 ,$0 ,$12 ,"$49,199 ","$14,491 ","$1,828 "
2009,"Bass, giant sea",0,0,0,0,498,0,"2,105","1,935","2,045"
2009,EMPTY,$0 ,$0 ,$0 ,$0 ,"$2,092 ",$0 ,"$6,732 ","$3,227 ","$6,713 "
2009,"Bass, kelp",0,0,0,0,12,0,0,7,0
2009,EMPTY,$0 ,$0 ,$0 ,$0 ,$39 ,$0 ,$0 ,$0 ,$0 
2009,"Bonito, Pacific",0,0,0,38,0,7,"22,798","4,679,279",122
2009,EMPTY,$0 ,$0 ,$0 ,$76 ,$0 ,$0 ,"$9,179 ","$1,717,606 ",$85 
2009,Butterfish (Pacific pompano)...,0,0,0,9,0,35,"1,877","1,242",0
2009,EMPTY,$0 ,$0 ,$0 ,$1 ,$0 ,$21 ,"$1,396 ",$796 ,$0 
2009,Cabezon,"3,898","7,359",158,373,"5,406","15,475","6,601",461,820
2009,EMPTY,"$14,148 ","$40,259 ",$936 ,"$1,517 ","$35,233 ","$88,653 ","$43,075 ","$2,269 ","$4,579 "
2009,"Croaker, unspecifed",0,0,0,18,0,0,0,5,0
2009,EMPTY,$0 ,$0 ,$0 ,$13 ,$0 ,$0 ,$0 ,$0 ,$0 
2009,"Croaker, white",0,0,0,"1,340","66,004",236,"42,720","5,743",0
2009,EMPTY,$0 ,$0 ,$0 ,$429 ,$440 ,$118 ,"$25,015 ","$10,716 ",$0 
2009,"Croaker, yellowfin",0,0,0,0,0,0,0,35,0
2009,EMPTY,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
2009,Dolphin (fish),0,0,0,0,0,0,"1,174",0,177
2009,EMPTY,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$3,097 ",$0 ,$673 
2009,"Eel, California moray",0,0,0,0,0,0,20,0,"5,011"
2009,EMPTY,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$20 ,$0 ,"$18,435 "
2009,"Eel, monkeyface (prickleback)",0,0,0,2,0,77,0,0,0
2009,EMPTY,$0 ,$0 ,$0 ,$6 ,$0 ,$191 ,$0 ,$0 ,$0 
2009,Eel,0,0,0,0,0,0,0,28,0
2009,EMPTY,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$112 ,$0 
2009,Escolar,0,0,0,0,0,0,"3,473",0,0
2009,EMPTY,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$7,065 ",$0 ,$0 
2009,"Fish, unspecified",31,0,6,0,0,0,31,0,1
2009,EMPTY,$94 ,$0 ,$12 ,$0 ,$0 ,$0 ,$57 ,$0 ,$1 
2009,"Flounder, arrowtooth","99,107",883,0,116,0,0,0,0,0
2009,EMPTY,"$9,925 ",$125 ,$0 ,$70 ,$0 ,$0 ,$0 ,$0 ,$0 
2009,"Flounder, starry",768,0,"6,983","27,759",7,"1,270",5,0,0
2009,EMPTY,$221 ,$0 ,"$3,904 ","$16,305 ",$11 ,"$2,237 ",$15 ,$0 ,$0 
2009,"Flounder, unspecified",0,0,0,267,0,651,4,5,0
2009,EMPTY,$0 ,$0 ,$0 ,$182 ,$0 ,"$1,049 ",$6 ,$0 ,$0 
2009,Flyingfish,0,0,0,0,0,0,2,0,0
2009,EMPTY,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
2009,"Goby, yellowfin",0,0,0,714,0,0,0,0,0
2009,EMPTY,$0 ,$0 ,$0 ,"$6,552 ",$0 ,$0 ,$0 ,$0 ,$0 
2009,"Greenling, kelp",673,666,61,88,516,"1,133",9,0,0
2009,EMPTY,"$3,239 ","$3,663 ",$367 ,$304 ,"$3,442 ","$8,812 ",$90 ,$0 ,$0 
2009,Grenadier,"47,481","6,729",0,115,"102,096",43,0,0,0
2009,EMPTY,"$4,730 ","$1,133 ",$0 ,$35 ,"$23,175 ",$2 ,$0 ,$0 ,$0 
2009,"Guitarfish, shovelnose",0,0,0,0,0,137,"5,618","1,782",45
2009,EMPTY,$0 ,$0 ,$0 ,$0 ,$0 ,$82 ,"$7,125 ","$1,340 ",$41 
2009,Hagfishes,"620,347",0,"250,618",0,0,"541,594","35,004","89,065","184,615"
2009,EMPTY,"$363,574 ",$0 ,"$187,933 ",$0 ,$0 ,"$463,526 ","$34,702 ","$89,970 ","$209,846 "
2009,Halfmoon,0,0,0,0,0,0,12,1,122
2009,EMPTY,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$54 ,$0 ,$153 
2009,"Halibut, California",275,0,"30,603","290,746","8,482","21,101","221,842","25,483","19,994"
2009,EMPTY,$612 ,$0 ,"$127,081 ","$1,154,796 ","$33,454 ","$100,455 ","$957,311 ","$117,828 ","$85,548 "
2009,"Halibut, Pacific",64,0,0,0,0,0,0,0,0
2009,EMPTY,$195 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
2009,"Herring, Pacific - roe on kelp...",0,0,0,"6,654",0,0,0,0,0
2009,EMPTY,$0 ,$0 ,$0 ,"$41,588 ",$0 ,$0 ,$0 ,$0 ,$0 
2009,"Herring, Pacific - roe",0,0,708,"1,013,610",0,0,0,0,0
2009,EMPTY,$0 ,$0 ,$335 ,"$479,438 ",$0 ,$0 ,$0 ,$0 ,$0 
2009,"Herring, Pacific",0,0,0,0,"164,095",0,0,0,0
2009,EMPTY,$0 ,$0 ,$0 ,$0 ,"$7,051 ",$0 ,$0 ,$0 ,$0 
2009,Jacksmelt,0,0,0,41,"28,071",0,14,"5,310",228
2009,EMPTY,$0 ,$0 ,$0 ,$75 ,"$16,077 ",$0 ,$43 ,$669 ,$217 
2009,"Kelpfish, giant",0,0,0,0,0,0,0,0,2
2009,EMPTY,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$10 
2009,"Lamprey, Pacific",12,0,0,0,0,0,0,0,0
2009,EMPTY,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
2009,Lingcod,"36,776","48,956","3,455","10,343","6,118","16,821","1,319",561,190
2009,EMPTY,"$49,588 ","$56,587 ","$4,934 ","$21,007 ","$10,025 ","$35,720 ","$4,190 ","$1,588 ",$620 
2009,"Lizardfish, California",0,0,0,0,0,12,571,0,0
2009,EMPTY,$0 ,$0 ,$0 ,$0 ,$0 ,$4 ,$225 ,$0 ,$0 
2009,Louvar,0,0,0,0,0,825,386,116,"1,027"
2009,EMPTY,$0 ,$0 ,$0 ,$0 ,$0 ,"$3,571 ","$1,799 ",$379 ,"$5,258 "
2009,"Mackerel, Pacific",0,0,0,36,"31,209",0,"116,915","11,048,839",5
2009,EMPTY,$0 ,$0 ,$0 ,$73 ,"$1,771 ",$0 ,"$2,976 ","$1,083,166 ",$5 
2009,"Mackerel, jack",0,0,0,0,0,0,"131,300","130,291",61
2009,EMPTY,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$5,205 ","$12,437 ",$809 
2009,"Mackerel, unspecified",0,0,0,39,224,0,1,"2,331",0
2009,EMPTY,$0 ,$0 ,$0 ,$99 ,$215 ,$0 ,$0 ,$197 ,$0 
2009,"Midshipman, plainfin",0,0,0,157,0,0,0,0,0
2009,EMPTY,$0 ,$0 ,$0 ,$157 ,$0 ,$0 ,$0 ,$0 ,$0 
2009,"Mudsucker, longjaw",0,0,0,677,0,0,0,0,0
2009,EMPTY,$0 ,$0 ,$0 ,"$12,580 ",$0 ,$0 ,$0 ,$0 ,$0 
2009,Oilfish,0,0,0,"1,211",0,0,0,0,0
2009,EMPTY,$0 ,$0 ,$0 ,"$1,052 ",$0 ,$0 ,$0 ,$0 ,$0 
2009,Opah,0,0,0,301,"2,254","12,851","35,359","16,474","103,497"
2009,EMPTY,$0 ,$0 ,$0 ,$226 ,$809 ,"$9,573 ","$76,292 ","$10,529 ","$56,540 "
2009,Opaleye,0,0,0,0,0,0,32,384,0
2009,EMPTY,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$163 ,"$1,084 ",$0 
2009,"Pomfret, Pacific",0,0,0,0,0,0,233,0,0
2009,EMPTY,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$238 ,$0 ,$0 
2009,Queenfish,0,0,0,0,0,27,20,0,0
2009,EMPTY,$0 ,$0 ,$0 ,$0 ,$0 ,$41 ,$0 ,$0 ,$0 
2009,"Ratfish, spotted",0,0,0,0,0,0,11,0,0
2009,EMPTY,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
2009,"Ray, Pacific electric",0,0,0,0,0,0,673,292,110
2009,EMPTY,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$1,585 ",$3 ,$340 
2009,"Ray, bat",0,0,0,0,0,150,577,"3,522",0
2009,EMPTY,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$6 ,$129 ,$0 
2009,"Ray, unspecified",0,0,0,0,0,0,189,"1,423",0
2009,EMPTY,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$95 ,$14 ,$0 
2009,"Rockfish, China","1,432","3,426",430,278,68,102,0,0,0
2009,EMPTY,"$10,609 ","$24,535 ","$4,196 ","$2,115 ",$538 ,$878 ,$0 ,$0 ,$0 
2009,"Rockfish, Pacific ocean perch.","1,708",0,0,0,1,0,0,0,0
2009,EMPTY,$768 ,$0 ,$0 ,$0 ,$2 ,$0 ,$0 ,$0 ,$0 
2009,"Rockfish, aurora",95,0,0,0,621,983,156,637,0
2009,EMPTY,$48 ,$0 ,$0 ,$0 ,"$1,375 ",$536 ,$121 ,"$3,373 ",$0 
2009,"Rockfish, bank",24,0,"9,901",976,"66,437","32,607",36,0,0
2009,EMPTY,$12 ,$0 ,"$6,020 ","$1,563 ","$44,636 ","$35,911 ",$24 ,$0 ,$0 
2009,"Rockfish, black-and-yellow",23,"2,310",125,763,"4,131","17,613",311,0,0
2009,EMPTY,$149 ,"$14,606 ","$1,217 ","$4,409 ","$31,486 ","$117,915 ","$2,367 ",$0 ,$0 
2009,"Rockfish, black","203,011","1,320",355,"1,534",829,866,9,0,0
2009,EMPTY,"$381,382 ","$2,169 ","$1,043 ","$5,260 ","$1,517 ","$2,179 ",$13 ,$0 ,$0 
2009,"Rockfish, blackgill",134,854,455,"2,505","14,044","125,380","36,378","4,220","23,142"
2009,EMPTY,$71 ,"$1,211 ",$788 ,"$2,850 ","$10,761 ","$143,234 ","$43,387 ","$12,919 ","$26,639 "
2009,"Rockfish, blue","7,018",570,0,800,"2,737","1,561",630,2,0
2009,EMPTY,"$11,313 ",$968 ,$0 ,"$3,203 ","$4,558 ","$1,925 ","$1,903 ",$4 ,$0 
2009,"Rockfish, bocaccio",654,"6,037",12,645,"2,377",207,"2,168",562,322
2009,EMPTY,$337 ,"$3,964 ",$24 ,$750 ,"$2,424 ","$1,144 ","$5,013 ","$1,177 ",$581 
2009,"Rockfish, brown",338,848,322,"7,022",167,"45,057",224,0,167
2009,EMPTY,"$1,156 ","$5,702 ","$2,719 ","$45,541 ",$684 ,"$271,059 ","$1,402 ",$0 ,$770 
2009,"Rockfish, calico",0,0,0,0,0,0,0,0,0
2009,EMPTY,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$1 
2009,"Rockfish, canary",229,"1,166",0,754,168,0,0,0,0
2009,EMPTY,$107 ,$697 ,$0 ,$512 ,$109 ,$0 ,$0 ,$0 ,$0 
2009,"Rockfish, chameleon",0,0,0,0,0,190,0,0,0
2009,EMPTY,$0 ,$0 ,$0 ,$0 ,$0 ,$380 ,$0 ,$0 ,$0 
2009,"Rockfish, chilipepper","7,953","260,968","14,599","159,793","86,691",250,530,72,20
2009,EMPTY,"$2,829 ","$149,056 ","$9,892 ","$106,086 ","$59,325 ",$270 ,"$1,338 ",$124 ,$30 
2009,"Rockfish, copper","1,046","2,263",53,499,209,"1,365","4,030",0,127
2009,EMPTY,"$3,310 ","$8,381 ",$206 ,"$3,260 ",$577 ,"$9,068 ","$24,616 ",$0 ,$398 
2009,"Rockfish, cowcod",0,0,0,0,0,0,110,0,25
2009,EMPTY,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$550 ,$0 ,$38 
2009,"Rockfish, darkblotched","35,051","56,210","1,684",37,0,"7,454",0,0,0
2009,EMPTY,"$17,335 ","$31,990 ","$1,007 ",$17 ,$0 ,"$8,677 ",$0 ,$0 ,$0 
2009,"Rockfish, flag",63,0,0,0,20,0,293,50,21
2009,EMPTY,$63 ,$0 ,$0 ,$0 ,$13 ,$0 ,"$1,205 ",$47 ,$16 
2009,"Rockfish, gopher",55,"9,339","2,721","2,883","7,417","30,071",834,1,72
2009,EMPTY,$267 ,"$61,979 ","$24,070 ","$21,874 ","$45,186 ","$208,479 ","$5,605 ",$3 ,$373 
2009,"Rockfish, grass",289,964,8,590,"2,496","12,289","12,466",6,40
2009,EMPTY,"$2,029 ","$7,598 ",$80 ,"$3,531 ","$21,530 ","$106,667 ","$117,875 ",$24 ,$266 
2009,"Rockfish, greenblotched",0,0,62,80,0,0,47,0,0
2009,EMPTY,$0 ,$0 ,$41 ,$60 ,$0 ,$0 ,$130 ,$0 ,$0 
2009,"Rockfish, greenspotted",0,7,0,276,116,118,484,923,3
2009,EMPTY,$0 ,$10 ,$0 ,$279 ,$186 ,$136 ,"$1,598 ",$903 ,$0 
2009,"Rockfish, greenstriped",0,0,0,0,52,0,6,210,0
2009,EMPTY,$0 ,$0 ,$0 ,$0 ,$34 ,$0 ,$12 ,$206 ,$0 
2009,"Rockfish, group bolina",0,0,94,37,38,0,0,0,0
2009,EMPTY,$0 ,$0 ,$212 ,$245 ,$284 ,$0 ,$0 ,$0 ,$0 
2009,"Rockfish, group gopher",0,0,8,10,257,0,0,0,0
2009,EMPTY,$0 ,$0 ,$32 ,$63 ,"$2,082 ",$0 ,$0 ,$0 ,$0 
2009,"Rockfish, group nearshore",0,0,0,0,0,0,0,360,0
2009,EMPTY,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$1,080 ",$0 
2009,"Rockfish, group red",0,14,0,10,288,519,"3,566",56,23
2009,EMPTY,$0 ,$0 ,$0 ,$20 ,"$1,379 ",$730 ,"$13,822 ",$129 ,$69 
2009,"Rockfish, group rosefish",0,288,197,0,0,"3,662",0,3,0
2009,EMPTY,$0 ,$112 ,$63 ,$0 ,$0 ,"$1,055 ",$0 ,$13 ,$0 
2009,"Rockfish, group shelf",559,694,2,7,0,25,606,"1,822","1,874"
2009,EMPTY,$471 ,$638 ,$25 ,$4 ,$0 ,$13 ,"$1,272 ","$5,466 ","$5,618 "
2009,"Rockfish, group slope","18,478","136,508",0,"10,363",528,216,6,0,0
2009,EMPTY,"$9,176 ","$86,149 ",$0 ,"$5,189 ",$404 ,$243 ,$0 ,$0 ,$0 
2009,"Rockfish, group small",0,0,172,5,25,0,0,0,0
2009,EMPTY,$0 ,$0 ,$55 ,$18 ,$225 ,$0 ,$0 ,$0 ,$0 
2009,"Rockfish, honeycomb",0,0,0,0,0,0,0,0,3
2009,EMPTY,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$14 
2009,"Rockfish, kelp",0,0,0,10,"1,500",332,217,0,9
2009,EMPTY,$0 ,$0 ,$0 ,$60 ,"$4,510 ","$1,696 ","$1,266 ",$0 ,$32 
2009,"Rockfish, olive",130,12,0,786,999,85,365,0,2
2009,EMPTY,$280 ,$12 ,$0 ,"$2,724 ","$1,612 ",$164 ,$983 ,$0 ,$5 
2009,"Rockfish, quillback","1,803",589,0,90,3,11,0,0,0
2009,EMPTY,"$6,836 ","$3,151 ",$0 ,$697 ,$27 ,$76 ,$0 ,$0 ,$0 
2009,"Rockfish, redbanded",520,4,15,0,55,103,0,0,5
2009,EMPTY,$508 ,$6 ,$10 ,$0 ,$46 ,$102 ,$0 ,$0 ,$0 
2009,"Rockfish, rosethorn",0,91,0,0,0,0,2,0,0
2009,EMPTY,$0 ,$98 ,$0 ,$0 ,$0 ,$0 ,$2 ,$0 ,$0 
2009,"Rockfish, rosy",62,15,9,201,17,0,192,85,0
2009,EMPTY,$67 ,$5 ,$84 ,$693 ,$36 ,$0 ,$755 ,$85 ,$0 
2009,"Rockfish, shortbelly",101,0,0,0,0,0,0,2,0
2009,EMPTY,$32 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
2009,"Rockfish, speckled",0,0,0,0,14,0,174,57,4
2009,EMPTY,$0 ,$0 ,$0 ,$0 ,$25 ,$0 ,$230 ,$58 ,$11 
2009,"Rockfish, splitnose","5,033","50,846","3,074","23,111","35,657","7,637",86,74,22
2009,EMPTY,"$1,702 ","$16,182 ","$1,078 ","$7,599 ","$16,473 ","$2,809 ",$82 ,$74 ,$0 
2009,"Rockfish, squarespot",0,0,0,0,0,0,0,100,10
2009,EMPTY,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$179 ,$20 
2009,"Rockfish, starry",0,9,0,45,72,67,"1,175",78,19
2009,EMPTY,$0 ,$27 ,$0 ,$182 ,$173 ,$393 ,"$4,736 ",$82 ,$64 
2009,"Rockfish, stripetail",4,0,0,0,0,0,0,0,0
2009,EMPTY,$1 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
2009,"Rockfish, treefish",0,0,0,6,21,"2,850",344,1,143
2009,EMPTY,$0 ,$0 ,$0 ,$11 ,$154 ,"$26,290 ","$1,433 ",$0 ,$576 
2009,"Rockfish, unspecified",100,0,0,142,232,0,524,50,895
2009,EMPTY,$150 ,$0 ,$0 ,$104 ,$902 ,$0 ,"$1,191 ",$23 ,"$1,256 "
2009,"Rockfish, vermilion","4,087","3,020",621,983,"3,762","2,884","10,840",181,182
2009,EMPTY,"$8,101 ","$8,467 ","$2,546 ","$3,964 ","$7,830 ","$9,855 ","$29,002 ",$219 ,$496 
2009,"Rockfish, widow","5,923",749,101,"1,268",208,22,626,0,0
2009,EMPTY,"$2,454 ",$447 ,$94 ,"$1,026 ",$200 ,$24 ,"$1,808 ",$0 ,$0 
2009,"Rockfish, yelloweye",6,41,0,0,0,41,0,0,0
2009,EMPTY,$3 ,$21 ,$0 ,$0 ,$0 ,$280 ,$0 ,$0 ,$0 
2009,"Rockfish, yellowtail","1,359",70,34,"1,047","1,384",56,208,4,0
2009,EMPTY,"$1,120 ",$122 ,$28 ,"$1,661 ","$2,267 ",$110 ,$392 ,$7 ,$0 
2009,Sablefish,"1,521,414","1,034,888","57,563","309,323","352,724","1,435,909","104,665","99,997","40,616"
2009,EMPTY,"$3,042,957 ","$2,353,842 ","$128,321 ","$584,138 ","$620,782 ","$2,459,441 ","$195,154 ","$261,277 ","$117,319 "
2009,"Salmon, Chinook","1,307",0,0,0,0,0,0,0,0
2009,EMPTY,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
2009,Salmon,0,0,0,0,0,0,32,0,0
2009,EMPTY,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$134 ,$0 ,$0 
2009,"Sanddab, Pacific","2,996",0,128,"1,594","18,496",0,264,35,0
2009,EMPTY,"$1,198 ",$0 ,$45 ,"$1,036 ","$12,144 ",$0 ,$579 ,$35 ,$0 
2009,Sanddab,"56,245",117,211,"145,349","5,453",0,"1,133","3,660",5
2009,EMPTY,"$24,886 ",$59 ,$78 ,"$58,552 ","$3,997 ",$0 ,"$2,219 ","$9,978 ",$0 
2009,"Sardine, Pacific",0,0,6,"1,898,198","53,243,354","8,564","315,159","27,377,586",0
2009,EMPTY,$0 ,$0 ,$14 ,"$142,843 ","$3,495,713 ","$2,569 ","$16,305 ","$1,789,259 ",$0 
